0 -1222.62 9610.5
0.001 -1222.62 9610.5
0.002 -1222.62 9610.5
0.003 -1222.62 9610.5
0.004 -1222.62 9610.5
0.005 -1222.62 9610.5
0.006 -1222.62 9610.5
0.007 -1222.62 9610.5
0.008 -1222.62 9610.5
0.009 -1222.62 9610.5
0.01 -1222.62 9610.5
0.011 -1222.62 9610.5
0.012 -1222.62 9610.5
0.013 -1222.62 9610.5
0.014 -1222.62 9610.5
0.015 -1222.62 9610.5
0.016 -1222.62 9610.5
0.017 -1222.62 9610.5
0.018 -1222.62 9610.5
0.019 -1222.62 9610.5
0.02 -1222.62 9610.5
0.021 -1222.62 9610.5
0.022 -1222.62 9610.5
0.023 -1222.62 9610.5
0.024 -1222.62 9610.5
0.025 -1222.62 9610.5
0.026 -1222.62 9610.5
0.027 -1222.62 9610.5
0.028 -1222.62 9610.5
0.029 -1222.62 9610.5
0.03 -1222.62 9610.5
0.031 -1222.62 9610.5
0.032 -1222.62 9610.5
0.033 -1222.62 9610.5
0.034 -1222.62 9610.5
0.035 -1222.62 9610.5
0.036 -1222.62 9610.5
0.037 -1222.62 9610.5
0.038 -1222.62 9610.5
0.039 -1222.62 9610.5
0.04 -1222.62 9610.5
0.041 -1222.62 9610.5
0.042 -1222.62 9610.5
0.043 -1222.62 9610.5
0.044 -1222.62 9610.5
0.045 -1222.62 9610.5
0.046 -1222.62 9610.5
0.047 -1222.62 9610.5
0.048 -1222.62 9610.5
0.049 -1222.62 9610.5
0.05 -1222.62 9610.5
0.051 -1222.62 9610.5
0.052 -1222.62 9610.5
0.053 -1222.62 9610.5
0.054 -1222.62 9610.5
0.055 -1222.62 9610.5
0.056 -1222.62 9610.5
0.057 -1222.62 9610.5
0.058 -1222.62 9610.5
0.059 -1222.62 9610.5
0.06 -1222.62 9610.5
0.061 -1222.62 9610.5
0.062 -1222.62 9610.5
0.063 -1222.62 9610.5
0.064 -1222.62 9610.5
0.065 -1222.62 9610.5
0.066 -1222.62 9610.5
0.067 -1222.62 9610.5
0.068 -1222.62 9610.5
0.069 -1222.62 9610.5
0.07 -1222.62 9610.5
0.071 -1222.62 9610.5
0.072 -1222.62 9610.5
0.073 -1222.62 9610.5
0.074 -1222.62 9610.5
0.075 -1222.62 9610.5
0.076 -1222.62 9610.5
0.077 -1222.62 9610.5
0.078 -1222.62 9610.5
0.079 -1222.62 9610.5
0.08 -1222.62 9610.5
0.081 -1222.62 9610.5
0.082 -1222.62 9610.5
0.083 -1222.62 9610.5
0.084 -1222.62 9610.5
0.085 -1222.62 9610.5
0.086 -1222.62 9610.5
0.087 -1222.62 9610.5
0.088 -1222.62 9610.5
0.089 -1222.62 9610.5
0.09 -1222.62 9610.5
0.091 -1222.62 9610.5
0.092 -1222.62 9610.5
0.093 -1222.62 9610.5
0.094 -1222.62 9610.5
0.095 -1222.62 9610.5
0.096 -1222.62 9610.5
0.097 -1222.62 9610.5
0.098 -1222.62 9610.5
0.099 -1222.62 9610.5
0.1 -1222.62 9610.5
0.101 -1222.62 9610.5
0.102 -1222.62 9610.5
0.103 -1222.62 9610.5
0.104 -1222.62 9610.5
0.105 -1222.62 9610.5
0.106 -1222.62 9610.5
0.107 -1222.62 9610.5
0.108 -1222.62 9610.5
0.109 -1222.62 9610.5
0.11 -1222.62 9610.5
0.111 -1222.62 9610.5
0.112 -1222.62 9610.5
0.113 -1222.62 9610.5
0.114 -1222.62 9610.5
0.115 -1222.62 9610.5
0.116 -1222.62 9610.5
0.117 -1222.62 9610.5
0.118 -1222.62 9610.5
0.119 -1222.62 9610.5
0.12 -1222.62 9610.5
0.121 -1222.62 9610.5
0.122 -1222.62 9610.5
0.123 -1222.62 9610.5
0.124 -1222.62 9610.5
0.125 -1222.62 9610.5
0.126 -1222.62 9610.5
0.127 -1222.62 9610.5
0.128 -1222.62 9610.5
0.129 -1222.62 9610.5
0.13 -1222.62 9610.5
0.131 -1222.62 9610.5
0.132 -1222.62 9610.5
0.133 -1222.62 9610.5
0.134 -1222.62 9610.5
0.135 -1222.62 9610.5
0.136 -1222.62 9610.5
0.137 -1222.62 9610.5
0.138 -1222.62 9610.5
0.139 -1222.62 9610.5
0.14 -1222.62 9610.5
0.141 -1222.62 9610.5
0.142 -1222.62 9610.5
0.143 -1222.62 9610.5
0.144 -1222.62 9610.5
0.145 -1222.62 9610.5
0.146 -1222.62 9610.5
0.147 -1222.62 9610.5
0.148 -1222.62 9610.5
0.149 -1222.62 9610.5
0.15 -1222.62 9610.5
0.151 -1222.62 9610.5
0.152 -1222.62 9610.5
0.153 -1222.62 9610.5
0.154 -1222.62 9610.5
0.155 -1222.62 9610.5
0.156 -1222.62 9610.5
0.157 -1222.62 9610.5
0.158 -1222.62 9610.5
0.159 -1222.62 9610.5
0.16 -1222.62 9610.5
0.161 -1222.62 9610.5
0.162 -1222.62 9610.5
0.163 -1222.62 9610.5
0.164 -1222.62 9610.5
0.165 -1222.62 9610.5
0.166 -1222.62 9610.5
0.167 -1222.62 9610.5
0.168 -1222.62 9610.5
0.169 -1222.62 9610.5
0.17 -1222.62 9610.5
0.171 -1222.62 9610.5
0.172 -1222.62 9610.5
0.173 -1222.62 9610.5
0.174 -1222.62 9610.5
0.175 -1222.62 9610.5
0.176 -1222.62 9610.5
0.177 -1222.62 9610.5
0.178 -1222.62 9610.5
0.179 -1222.62 9610.5
0.18 -1222.62 9610.5
0.181 -1222.62 9610.5
0.182 -1222.62 9610.5
0.183 -1222.62 9610.5
0.184 -1222.62 9610.5
0.185 -1222.62 9610.5
0.186 -1222.62 9610.5
0.187 -1222.62 9610.5
0.188 -1222.62 9610.5
0.189 -1222.62 9610.5
0.19 -1222.62 9610.5
0.191 -1222.62 9610.5
0.192 -1222.62 9610.5
0.193 -1222.62 9610.5
0.194 -1222.62 9610.5
0.195 -1222.62 9610.5
0.196 -1222.62 9610.5
0.197 -1222.62 9610.5
0.198 -1222.62 9610.5
0.199 -1222.62 9610.5
0.2 -1222.62 9610.5
0.201 -1222.62 9610.5
0.202 -1222.62 9610.5
